"Местное время в Буденновске";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"04.03.2019 12:00";"5.1";"751.6";"764.0";"-1.4";"51";"Ветер, дующий с западо-юго-запада";"5";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.";"60%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"-4.2";"";"";"";"";"";"";
"04.03.2019 09:00";"1.5";"753.0";"765.7";"0.6";"71";"Ветер, дующий с западо-юго-запада";"4";"";"";"70 – 80%.";" ";"";"";"-4.4";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"20–30%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"-3.2";"";"";"";"";"";"";
"04.03.2019 06:00";"-2.5";"752.4";"765.3";"0.2";"78";"Ветер, дующий с юго-запада";"2";"";"";"20–30%.";" ";"";"";"-3.3";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"-5.9";"Осадков нет";"12";"";"";"";"";
"04.03.2019 03:00";"-2.3";"752.2";"765.1";"-0.1";"83";"Ветер, дующий с западо-юго-запада";"2";"";"";"40%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-4.8";"";"";"";"";"";"";
"04.03.2019 00:00";"-0.1";"752.3";"765.1";"-0.8";"80";"Ветер, дующий с юго-запада";"2";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"90  или более, но не 100%";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-3.1";"";"";"";"";"";"";
"03.03.2019 21:00";"0.4";"753.1";"765.8";"0.7";"73";"Ветер, дующий с западо-юго-запада";"4";"";"";"90  или более, но не 100%";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"90  или более, но не 100%";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-4.0";"";"";"";"";"";"";
"03.03.2019 18:00";"1.6";"752.4";"765.1";"1.2";"70";"Ветер, дующий с западо-северо-запада";"1";"";"";"90  или более, но не 100%";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"4.0";"Слоисто-кучевые, образовавшиеся не из кучевых.";"90  или более, но не 100%";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"-3.4";"Следы осадков";"12";"";"";"";"";
"03.03.2019 15:00";"2.5";"751.2";"763.9";"0.8";"62";"Ветер, дующий с западо-северо-запада";"4";"";"12";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-4.2";"";"";"";"";"";"";
"03.03.2019 12:00";"3.4";"750.4";"763.0";"0.3";"57";"Ветер, дующий с западо-северо-запада";"7";"10";"12";"60%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"20–30%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-4.5";"";"";"";"";"";"";
"03.03.2019 09:00";"0.2";"750.1";"762.7";"2.4";"82";"Ветер, дующий с запада";"4";"";"";"70 – 80%.";"Дымка. ";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"-2.1";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"4.0";"-2.5";"";"";"";"";"";"";
